xliff\20190620-212015\source\toc.yml.xlf,Succeeded,Successful
xliff\20190620-212015\source\tutrial.md.xlf,Succeeded,Successful
xliff\20190620-212015\source\about-microsoft-spy-increment.md.xlf,Succeeded,Successful
xliff\20190620-212015\source\index.md.xlf,Succeeded,Successful
