xliff_WDG\20190620-235034\source_WDG\microsoft-browser-extension-policy.md.xlf,Succeeded,Successful
xliff_WDG\20190620-235034\source_WDG\store-developer-code-of-conduct.md.xlf,Succeeded,Successful
