source_Office\Office_1367945_cdea95d9-cebc-4464-85af-fd414c3442ff.xlf.txt,Skipped,Skipped - No tranformation required
source_Office\Office_1650786_a88db43b-fc22-4914-8413-3827bc9f4421.txt,Skipped,Skipped - No tranformation required
